"","year","MORTGAGE30US","LASTHPI","LAUR","FIPS","Pop_1990","Water_area_1990","year.y","Population.Data","X.x","d2w","c2w","g2w","t2w","we2w","s2w","b2w","area.x","pop_g","X.y","Developed_pixels","Cropland_pixels","Grass_pixels","Tree_pixels","Water_pixels","Wetland_pixels","Snow_pixels","Barren_pixels","Land_perc","Water_perc","Wetland_perc","Land_area","Water_area","Wetland_area","area.y","water_change_perc","water_change","area","pop_g_perc","Developed_area"
"13",1990,10.12942308,102.7075,6.233333333,22113,49976,383086200.59318,1990,49976,450,29700.0233044793,51300.0402531916,1800.00141239269,900.000706196344,390600.306489213,0,107100.084037365,3386071756.9218,NA,450,59004,1713325,2168,10015,425651,1540633,0,11503,47.7371681517072,11.3135877823639,40.9492440659288,1616414768.33923,383086200.59318,1386570787.98939,3386071756.9218,NA,NA,3386071756.9218,NA,53103641.6684091
"14",1991,9.246538462,105.6825,7.241666667,22023,9214,1073469095.34227,1991,9200,7,72000.0265165097,228600.084189918,4500.00165728186,0,1408500.51872922,0,333900.122970314,4279035375.90335,-0.00151942695897544,7,43381,421391,27656,4396,1192411,3049485,0,15762,10.7811113807982,25.0797247733823,64.1391638458196,461327569.899895,1073170295.23222,2744537510.77123,4279035375.90335,-0.000278349988226401,-298800.110049963,4279035375.90335,-0.151942695897544,39042914.3789087
"15",1991,9.246538462,105.6825,7.241666667,22045,68259,153478902.694336,1991,68893,44,5400.06694520621,89101.1045959025,900.011157534369,4500.05578767184,226802.811698661,0,373504.630376763,1627572977.19589,0.00928815247806147,44,99841,510758,1359,12141,171019,1007257,0,6017,34.8439940013006,9.45696508279178,55.6990409159076,567111430.540926,153919008.15037,906542538.504596,1627572977.19589,0.00286753063976808,440105.456034005,1627572977.19589,0.928815247806147,89858013.9793888
"16",1991,9.246538462,105.6825,7.241666667,22051,448297,623107384.716627,1991,452293,81,12600.2463948198,24300.4751900096,900.017599629984,0,1487729.09218836,0,87301.7071641084,1351495228.16757,0.00891373352933433,81,265435,15478,307,1397,694043,522610,0,2362,18.9779519882368,46.2192467928227,34.8028012189405,256486115.524953,624650914.899993,470358197.742626,1351495228.16757,0.00247714955916933,1543530.18336594,1351495228.16757,0.891373352933433,238896171.557785
"17",1991,9.246538462,105.6825,7.241666667,22057,85795,686509040.474415,1991,86161,118,8999.95071362069,99899.4529211897,2699.98521408621,0,3400181.3796059,0,396897.826470673,3296358848.16864,0.00426598286613444,118,117689,508335,2036,1796,766679,2258422,0,7684,17.4065653718178,20.9324091550332,61.661025473149,573782857.796173,690007321.3168,2032568669.05567,3296358848.16864,0.00509575349505598,3498280.84238505,3296358848.16864,0.426598286613444,105919519.953531
"18",1991,9.246538462,105.6825,7.241666667,22071,495067,460528437.008562,1991,491397,155,17099.5743753069,20699.4847701084,899.977598700365,899.977598700365,328491.823525633,0,29699.260757112,906160444.803436,-0.00741313801970234,155,227450,4996,157,4538,512104,255902,0,1723,23.7234201038863,50.8609850328245,25.4155948632892,214972249.135964,460882128.204852,230306067.462621,906160444.803436,0.000768011631566923,353691.196289957,906160444.803436,-0.741313801970234,204699904.824398
"19",1991,9.246538462,105.6825,7.241666667,22075,25513,1466153741.22073,1991,25503,192,55799.0310871389,78298.6403964691,2699.95311711962,899.984372373208,2204061.72794199,0,1061081.57502801,3228108046.06247,-0.000391957041508295,192,90956,67784,1793,9173,1631025,1705528,0,80590,6.97815826648961,45.4723630685317,47.5494786649787,225262488.467525,1467897010.95001,1534948546.64493,3228108046.06247,0.00118900881965378,1743269.72927999,3228108046.06247,-0.0391957041508295,81858978.5735774
"20",1991,9.246538462,105.6825,7.241666667,22087,66658,561769134.482716,1991,66459,229,34200.0508026332,4500.006684557,1800.0026738228,2700.0040107342,462600.687172459,0,252900.375672103,1592484865.56445,-0.00298538810045301,229,52439,7104,3165,2960,624956,1068508,0,10293,4.29297653192421,35.3197225087246,60.3873009593512,68365001.5531268,562461235.510801,961658628.500526,1592484865.56445,0.00123200258896805,692101.028084993,1592484865.56445,-0.298538810045301,47195170.1062969
"21",1991,9.246538462,105.6825,7.241666667,22089,42492,332398017.913535,1991,43305,266,7200.37297273927,24301.258782995,900.046621592408,0,144907.506076378,0,67503.4966194306,1063564391.66345,0.0191330132730867,266,80713,76820,310,2280,369359,650992,0,1203,13.6522924623226,31.2571878779057,55.0905196597717,145200921.275017,332440320.10475,585923150.283685,1063564391.66345,0.000127263668660005,42302.1912149787,1063564391.66345,1.91330132730867,72645462.968588
"22",1991,9.246538462,105.6825,7.241666667,22095,40048,330563893.055654,1991,40565,303,8099.45343680649,13499.0890613442,899.939270756277,4499.69635378139,91793.8056171403,0,32397.813747226,900398239.784363,0.0129095085896924,303,65036,86860,131,1259,367455,477365,0,2404,15.5610638574327,36.7267693476327,47.7121667949346,140111545.064045,330687184.735748,429599509.98457,900398239.784363,0.000372973826494816,123291.680094004,900398239.784363,1.29095085896924,58528450.4129053
"23",1991,9.246538462,105.6825,7.241666667,22101,58061,193343525.080229,1991,58110,340,4499.89817764264,83698.1061041531,899.979635528528,2699.93890658558,451789.777035321,0,557087.394392159,1798695699.64877,0.000843939994144005,340,85005,368746,604,8530,214290,1277397,0,44024,25.3632550050135,10.7220268628577,63.9147181321288,456207777.06613,192856636.097408,1149631286.48523,1798695699.64877,-0.00251825853810717,-486888.982821018,1798695699.64877,0.0843939994144005,76502768.9181024
"24",1991,9.246538462,105.6825,7.241666667,22103,145156,684884500.155403,1991,149981,377,64800.4920138047,81900.6218507809,31500.2391733773,58500.4441791292,136801.03869581,0,169201.284702712,2891507754.48965,0.0332401003058778,377,297421,165272,374787,693519,761277,913638,0,6848,47.8668198889305,23.6954060089107,28.4377741021588,1384072808.91602,685154502.205461,822280443.368173,2891507754.48965,0.000394230049003408,270002.050058007,2891507754.48965,3.32401003058778,267680932.433858
"25",1991,9.246538462,105.6825,7.241666667,22109,97057,1164780552.65754,1991,98294,414,33300.0672604417,95400.1926920762,2700.00545354933,900.001817849776,8926218.02943407,0,699301.412469276,4099587480.4657,0.0127450879380158,414,136568,203056,6270,1947,1303284,2874930,0,29033,8.27369306586393,28.6116096988686,63.1146972352675,339187285.100316,1172957969.17453,2587442226.19086,4099587480.4657,0.00702056408679952,8177416.51698995,4099587480.4657,1.27450879380158,122911448.260108
"26",1991,9.246538462,105.6825,7.241666667,22113,49976,383086200.59318,1991,50055,451,6300.00494337441,80100.0628514746,900.000706196344,0,442800.347448601,0,84600.0663824563,3386071756.9218,0.00158075876420671,451,59239,1713166,2136,10038,426175,1540149,0,11396,47.7361049719865,11.3275154367051,40.9363795913084,1616378768.31098,383557800.963227,1386135187.64759,3386071756.9218,0.0012310554891215,471600.370046973,3386071756.9218,0.158075876420671,53315141.8343652
"27",1992,8.390188679,111.15,7.833333333,22023,9214,1073469095.34227,1992,9070,8,38700.014252624,104400.038448939,1800.00066291274,0,1086300.40006784,0,336600.123964683,4279035375.90335,-0.0141304347826087,8,43357,421010,27657,4507,1192070,3050303,0,15578,10.7710787421216,25.0725525935317,64.1563686643466,460898269.741791,1072863395.1192,2745273711.04236,4279035375.90335,-0.000285975221624657,-306900.113020062,4279035375.90335,-1.41304347826087,39021314.370954
"28",1992,8.390188679,111.15,7.833333333,22045,68259,153478902.694336,1992,69453,45,4500.05578767184,40500.5020890466,900.011157534369,2700.03347260311,198902.465815096,0,144001.785205499,1627572977.19589,0.00812854716734646,45,100292,510597,1300,12164,171280,1006898,0,5861,34.8494131803282,9.47139779428354,55.6791890253883,567199631.634365,154153911.062487,906219434.499041,1627572977.19589,0.00152614621767522,234902.912117004,1627572977.19589,0.812854716734646,90263919.0114371
"29",1992,8.390188679,111.15,7.833333333,22051,448297,623107384.716627,1992,455467,82,6300.12319740989,9900.19359592982,1800.03519925997,0,1077321.06675709,0,63901.2495737289,1351495228.16757,0.00701757489061294,82,266134,15452,289,1393,695196,521060,0,2108,19.0043898904658,46.2960299194476,34.6995801900865,256843422.512006,625688635.192366,468963170.463199,1351495228.16757,0.00166128035294588,1037720.29237306,1351495228.16757,0.701757489061294,239525283.859926
"30",1992,8.390188679,111.15,7.833333333,22057,85795,686509040.474415,1992,86230,119,2699.98521408621,59399.6747098966,0,0,2573085.90902416,0,331198.186261241,3296358848.16864,0.000800826359953932,119,118213,507990,2059,1811,769057,2256417,0,7094,17.3963814635396,20.9973349831447,61.6062835533158,573447159.634555,692147509.596499,2030764178.93759,3296358848.16864,0.0031016892336948,2140188.27969897,3296358848.16864,0.0800826359953932,106391117.370924
"31",1992,8.390188679,111.15,7.833333333,22071,495067,460528437.008562,1992,489936,156,13499.6639805055,12599.6863818051,899.977598700365,3599.91039480146,536386.648825417,0,46798.835132419,906160444.803436,-0.00297315612427429,156,228148,4842,158,4531,512677,255127,0,1387,23.7434822767587,50.9178940677545,25.3386236554868,215154044.610901,461397815.368907,229608584.823628,906160444.803436,0.00111891334572589,515687.16405499,906160444.803436,-0.297315612427429,205328089.188291
"32",1992,8.390188679,111.15,7.833333333,22075,25513,1466153741.22073,1992,25734,193,101698.234078173,72898.7341622299,6299.89060661246,899.984372373208,1954766.05679461,0,567890.138967494,3228108046.06247,0.00905775791083396,193,91377,67652,1762,9144,1633347,1703707,0,79860,6.96419057507021,45.5370995545115,47.4987098704183,224811596.296966,1469986774.66266,1533309675.10284,3228108046.06247,0.00142364464063949,2089763.71264982,3228108046.06247,0.905775791083396,82237871.9943465
"33",1992,8.390188679,111.15,7.833333333,22087,66658,561769134.482716,1992,66478,230,22500.033422785,1800.0026738228,1800.0026738228,0,432000.641717472,0,179100.266045369,1592484865.56445,0.000285890549060364,230,52401,7099,3226,2917,625596,1068213,0,9973,4.27347867245009,35.3558924509375,60.3706288766125,68054501.0918924,563037236.366424,961393128.106137,1592484865.56445,0.00102407209467503,576000.855623007,1592484865.56445,0.0285890549060364,47160970.0554942
"34",1992,8.390188679,111.15,7.833333333,22089,42492,332398017.913535,1992,43999,267,5400.27972955445,12600.6527022937,0,0,108005.594591089,0,56702.9371603217,1063564391.66345,0.0160258630643113,267,81136,76675,318,2293,369157,651097,0,1001,13.660501135251,31.2400935280961,55.0994053366529,145288225.797311,332258510.687189,586017655.178952,1063564391.66345,-0.000546893401810356,-181809.417560995,1063564391.66345,1.60258630643113,73026182.6895217
"35",1992,8.390188679,111.15,7.833333333,22095,40048,330563893.055654,1992,41058,304,899.939270756277,6299.57489529394,0,899.939270756277,30597.9352057134,0,27898.1173934446,900398239.784363,0.0121533341550597,304,65227,86685,128,1266,367399,477410,0,2395,15.5621632967187,36.7211722021769,47.7166645011044,140121444.396023,330636788.136585,429640007.251754,900398239.784363,-0.000152399613560061,-50396.5991629958,900398239.784363,1.21533341550597,58700338.8136196
"36",1992,8.390188679,111.15,7.833333333,22101,58061,193343525.080229,1992,57824,341,13499.6945329279,57598.6966738258,899.979635528528,1799.95927105706,424790.387969465,0,547187.618401345,1798695699.64877,-0.00492170022371363,341,85391,368607,516,8585,214182,1279345,0,41970,25.2711903756437,10.7166230693947,64.0121865549616,454551814.536758,192759438.296771,1151384446.81524,1798695699.64877,-0.000503989920201176,-97197.8006370068,1798695699.64877,-0.492170022371363,76850161.0574165
"37",1992,8.390188679,111.15,7.833333333,22103,145156,684884500.155403,1992,155178,378,48600.3690103535,99900.7585212822,27900.211839277,41400.314342153,148501.127531636,0,86400.6560184062,2891507754.48965,0.0346510558004014,378,300182,164506,387851,679245,761494,912906,0,6578,47.8828497100003,23.7021603218664,28.4149899681333,1384536312.43529,685349803.688336,821621638.366033,2891507754.48965,0.000285047361210156,195301.48287499,2891507754.48965,3.46510558004014,270165851.301221
"38",1992,8.390188679,111.15,7.833333333,22109,97057,1164780552.65754,1992,99325,415,17100.0345391457,43200.0872567892,3600.0072713991,0,6605113.3411995,0,684001.381565829,4099587480.4657,0.0104889413392475,415,137687,202363,6555,1931,1309701,2868777,0,28074,8.26789734907427,28.7524851331083,62.9796175178174,338949684.620404,1178733280.83967,2581904515.00563,4099587480.4657,0.00492371578259054,5775311.66513991,4099587480.4657,1.04889413392475,123918550.294282
"39",1992,8.390188679,111.15,7.833333333,22113,49976,383086200.59318,1992,50297,452,1800.00141239269,74700.0586142965,3600.00282478538,0,464400.364397314,0,75600.0593204929,3386071756.9218,0.00483468184996494,452,59612,1712866,2112,10081,426651,1539597,0,11380,47.7381250134559,11.3401672753814,40.9217077111628,1616447168.36465,383986201.299376,1385638387.25777,3386071756.9218,0.00111691206663811,428400.336149037,3386071756.9218,0.483468184996494,53650842.0977764
"40",1993,7.314615385,116.735,7.458333333,22023,9214,1073469095.34227,1993,8965,9,49500.0182301004,133200.049055543,3600.00132582548,0,905400.333445109,0,421200.155121582,4279035375.90335,-0.0115766262403528,9,43395,420769,27507,4662,1192030,3050650,0,15469,10.7646216769776,25.0717112821123,64.16366704091,460621969.640034,1072827395.10594,2745586011.15738,4279035375.90335,-3.3555076465297e-05,-36000.0132600069,4279035375.90335,-1.15766262403528,39055514.3835493
"41",1993,7.314615385,116.735,7.458333333,22045,68259,153478902.694336,1993,70174,46,900.011157534369,136801.695945224,1800.02231506874,1800.02231506874,307803.815876754,0,302403.748931548,1627572977.19589,0.0103811210458871,46,100671,510071,1268,12196,171840,1006782,0,5564,34.8248609814686,9.50236453158386,55.6727744869475,566800026.680419,154657917.310706,906115033.204767,1627572977.19589,0.00326950023353412,504006.248218983,1627572977.19589,1.03811210458871,90605023.2401425
"42",1993,7.314615385,116.735,7.458333333,22051,448297,623107384.716627,1993,455208,83,9000.17599629984,8100.15839666986,0,900.017599629984,504009.855792791,0,65701.2847729888,1351495228.16757,-0.000568647124819188,83,267007,15046,294,1393,695772,520269,0,1851,19.0187076460811,46.334388185654,34.6469041682649,257036926.295927,626207045.329753,468251256.541892,1351495228.16757,0.00082854331728055,518410.137387037,1351495228.16757,-0.0568647124819188,240310999.224403
"43",1993,7.314615385,116.735,7.458333333,22057,85795,686509040.474415,1993,86550,120,0,20699.8866413276,0,0,899995.071362069,0,251098.624910017,3296358848.16864,0.00371100545053915,120,118988,507295,2092,1838,770000,2255570,0,6858,17.3937604040363,21.0230814322234,61.5831581637403,573360760.107705,692996204.948793,2030001883.11214,3296358848.16864,0.00122617699338234,848695.352294087,3296358848.16864,0.371100545053915,107088613.55123
"44",1993,7.314615385,116.735,7.458333333,22071,495067,460528437.008562,1993,487720,157,23399.4175662095,8999.77598700365,0,899.977598700365,193495.183720578,0,31499.2159545128,906160444.803436,-0.00452303974396651,157,228627,4644,110,4499,512839,255124,0,1027,23.7276907644482,50.9339835331274,25.3383257024243,215010948.172708,461543611.739896,229605884.890832,906160444.803436,0.000315988429361092,145796.370989025,906160444.803436,-0.452303974396651,205759178.458068
"45",1993,7.314615385,116.735,7.458333333,22075,25513,1466153741.22073,1993,25344,194,48599.1561081532,24299.5780540766,4499.92186186604,0,1743269.7292869,0,394193.155099465,3228108046.06247,-0.0151550477966892,194,91849,67574,1738,9128,1634612,1702417,0,79531,6.96488756566,45.5723672783549,47.4627451559851,224834095.906275,1471125254.89371,1532148695.26248,3228108046.06247,0.000774483315546304,1138480.23105001,3228108046.06247,-1.51550477966892,82662664.6181065
"46",1993,7.314615385,116.735,7.458333333,22087,66658,561769134.482716,1993,66664,231,19800.0294120508,0,2700.0040107342,0,242100.359629166,0,440100.653749674,1592484865.56445,0.00279791810824626,231,52453,7044,3249,2906,626195,1068069,0,9509,4.24776410415813,35.3897452562273,60.3624906396146,67645000.4835977,563576337.167234,961263527.913622,1592484865.56445,0.000957486940453611,539100.800809979,1592484865.56445,0.279791810824626,47207770.1250136
"47",1993,7.314615385,116.735,7.458333333,22089,42492,332398017.913535,1993,44825,268,2700.13986477722,16200.8391886633,0,900.046621592408,136807.086482046,0,32401.6783773267,1063564391.66345,0.0187731539353166,268,81513,76620,317,2292,369191,650940,0,804,13.6709100710262,31.2429707948957,55.0861191340781,145398931.531767,332289112.272323,585876347.859362,1063564391.66345,9.21017344919228e-05,30601.5851340294,1063564391.66345,1.87731539353166,73365500.265862
"48",1993,7.314615385,116.735,7.458333333,22095,40048,330563893.055654,1993,41435,305,9899.33197831905,8999.39270756277,0,0,40497.2671840325,0,47696.7813500827,900398239.784363,0.00918213259291734,305,65326,86492,141,1269,367488,477381,0,2413,15.5561663551589,36.7300676654906,47.7137659793505,140067448.039778,330716882.731683,429613909.012902,900398239.784363,0.000242243446500368,80094.5950980186,900398239.784363,0.918213259291734,58789432.8014246
"49",1993,7.314615385,116.735,7.458333333,22101,58061,193343525.080229,1993,57197,342,8099.81671975675,81898.146833096,8999.79635528528,13499.6945329279,691184.360085909,0,173696.069657006,1798695699.64877,-0.0108432484781406,342,85770,368432,437,8602,214722,1279991,0,40642,25.2118487177999,10.7436420367098,64.0445092454903,453484438.689021,193245427.299957,1151965833.6598,1798695699.64877,0.00252122027061419,485989.003186017,1798695699.64877,-1.08432484781406,77191253.339282
"50",1993,7.314615385,116.735,7.458333333,22103,145156,684884500.155403,1993,160988,379,62100.4715132295,77400.5876831556,20700.1571710765,17100.1298369762,127800.970360559,0,170101.291536237,2891507754.48965,0.0374408743507455,379,302725,163586,388665,678245,761487,911810,0,6244,47.9171815403693,23.7019424408033,28.3808760188274,1385529019.97266,685343503.640501,820635230.876489,2891507754.48965,-9.19245588326678e-06,-6300.04783499241,2891507754.48965,3.74408743507455,272454568.678875
"51",1993,7.314615385,116.735,7.458333333,22109,97057,1164780552.65754,1993,99526,416,45900.0927103386,57600.1163423856,3600.0072713991,900.001817849776,7151414.44463432,0,1007102.0341739,4099587480.4657,0.00202365970299523,416,138411,201643,6637,1957,1317544,2861327,0,27569,8.25926963430783,28.9246662194012,62.8160641462909,338595983.905989,1185791995.09706,2575199501.46264,4099587480.4657,0.00598838971642657,7058714.25739002,4099587480.4657,0.202365970299523,124570151.610405
"52",1993,7.314615385,116.735,7.458333333,22113,49976,383086200.59318,1993,50572,453,7200.00564957075,43200.0338974245,0,0,364500.286009519,0,62100.0487275477,3386071756.9218,0.00546752291389141,453,59842,1712668,2114,10105,427077,1539154,0,11339,47.7385768648372,11.3514901394068,40.9099329957561,1616462468.37665,384369601.600216,1385239686.94493,3386071756.9218,0.000998474162724028,383400.300839961,3386071756.9218,0.546752291389141,53857842.2602016
"53",1994,8.380769231,124.2125,7.65,22023,9214,1073469095.34227,1994,8858,10,45900.0169042749,64800.0238648587,8100.00298310734,0,863100.31786666,0,334800.12330177,4279035375.90335,-0.0119353039598439,10,43193,420925,27589,4837,1191023,3051765,0,15150,10.7623501361452,25.0505312671286,64.1871185967262,460524769.604236,1071921094.77216,2746589511.52695,4279035375.90335,-0.000844777396545204,-906300.333779931,4279035375.90335,-1.19353039598439,38873714.316595
"54",1994,8.380769231,124.2125,7.65,22045,68259,153478902.694336,1994,70584,47,1800.02231506874,24300.301253428,0,3600.04463013748,253803.146424692,0,66600.8256575433,1627572977.19589,0.00584261977370537,47,100957,509829,1229,12209,172072,1006546,0,5550,34.8250821724493,9.51519360846542,55.6597242190852,566803626.72505,154866719.899254,905902630.571589,1627572977.19589,0.00135009310986978,208802.588548005,1627572977.19589,0.584261977370537,90862426.4311973
"55",1994,8.380769231,124.2125,7.65,22051,448297,623107384.716627,1994,455413,84,8100.15839666986,9000.17599629984,0,0,264605.174291215,0,33300.6511863094,1351495228.16757,0.000450343579198931,84,267819,14678,296,1391,696009,519719,0,1720,19.0395516344883,46.3501710139368,34.6102773515748,257318631.804611,626420349.500865,467756246.862096,1351495228.16757,0.000340628826684064,213304.171111941,1351495228.16757,0.0450343579198931,241041813.515302
"56",1994,8.380769231,124.2125,7.65,22057,85795,686509040.474415,1994,86947,121,1799.99014272414,31499.8274976724,2699.98521408621,1799.99014272414,898195.081219345,0,129599.290276138,3296358848.16864,0.00458694396302706,121,119499,506979,2102,1848,770548,2254908,0,6757,17.3968729121964,21.0380433135543,61.5650837742492,573463359.54584,693489402.2479,2029406086.3749,3296358848.16864,0.000711688311689107,493197.299106956,3296358848.16864,0.458694396302706,107548511.032696
"57",1994,8.380769231,124.2125,7.65,22071,495067,460528437.008562,1994,484697,158,8099.79838830328,27899.3055597113,1799.95519740073,2699.93279610109,165595.878160867,0,14399.6415792058,906160444.803436,-0.00619822849175755,158,229210,4476,110,4474,513000,254717,0,883,23.75212291557,50.9499736808128,25.2979034036172,215232342.661988,461688508.133287,229239594.008161,906160444.803436,0.000313938682511061,144896.393391013,906160444.803436,-0.619822849175755,206283865.398111
"58",1994,8.380769231,124.2125,7.65,22075,25513,1466153741.22073,1994,25375,195,48599.1561081532,21599.624936957,2699.95311711962,899.984372373208,1772969.21357522,0,1289677.60561081,3228108046.06247,0.00122316919191912,195,92259,67484,1733,9126,1632557,1703946,0,79744,6.97955224766919,45.5150746518741,47.5053731004567,225307487.686143,1469275787.00849,1533524771.36784,3228108046.06247,-0.00125717907368361,-1849467.88521981,3228108046.06247,0.122316919191912,83031658.21078
"59",1994,8.380769231,124.2125,7.65,22087,66658,561769134.482716,1994,66787,232,9900.01470602539,0,0,0,230400.342249318,0,121500.180483039,1592484865.56445,0.00184507380295207,232,52508,6996,3265,2896,626502,1067943,0,9315,4.23753479237605,35.4070955253825,60.3553696822414,67482100.2416167,563852637.577666,961150127.745171,1592484865.56445,0.000490262617875104,276300.4104321,1592484865.56445,0.184507380295207,47257270.1985438
"60",1994,8.380769231,124.2125,7.65,22089,42492,332398017.913535,1994,45612,269,1800.09324318482,7200.37297273927,900.046621592408,0,106205.501347904,0,18000.9324318482,1063564391.66345,0.0175571667596208,269,81851,76531,307,2326,368638,651306,0,718,13.6867350384242,31.1961728966545,55.1170920649213,145567240.250005,331791386.490582,586205764.922865,1063564391.66345,-0.00149786966637988,-497725.781741023,1063564391.66345,1.75571667596208,73669716.0239602
"61",1994,8.380769231,124.2125,7.65,22095,40048,330563893.055654,1994,41677,306,1799.87854151255,2699.81781226883,0,0,41397.2064547887,0,14399.0283321004,900398239.784363,0.00584047303004698,306,65453,86317,166,1273,367518,477356,0,2427,15.5556666100289,36.7330661362705,47.7112672537006,140062948.343424,330743880.909805,429591410.531133,900398239.784363,8.16353187020891e-05,26998.178121984,900398239.784363,0.584047303004698,58903725.0888105
